inventoryId,originKind,currentId,sourceFile,sourcePath,course,topic,topicIndex,block,community,provenance,statement,answer,solution,difficulty,modalities,reviewIndicators,mathFormat,options,correctIndex,accessible,accessibleVia,issues
"fase0-000394","source-record","ccss2-algebra-06b15b069078","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.7","2bach-ccss","Matrices","0","algebra","Castilla-La Mancha","2025 - Junio - Ejercicio 3, apartado b","","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/0/MargaritaBachExam.buildTopicQuestions:clm","sin-enunciado | sin-respuesta | sin-solucion"
"fase0-000395","source-record","ccss2-algebra-c9ffcce398b6","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.8","2bach-ccss","Programación lineal","3","algebra","Castilla-La Mancha","2025 - Junio - Ejercicio 4, apartado a","Elige y resuelve sólo uno de los dos apartados siguientes: Elige y resuelve sólo uno de los dos apartados siguientes: Apartado a) Una fábrica de quesos organiza paquetes para enviar: A y B. Para la elaboración del paquete tipo A se necesitan 30 minutos de trabajo manual y 45 minutos de trabajo en máquinas. Para la de tipo B, 60 minutos de trabajo manual y 20 minutos de máquinas. Tienen necesidad de enviarlo pronto, por lo que disponen de 85 horas de trabajo manual y 75 horas de trabajo con máquinas y deben enviar, al menos, 100 paquetes. El beneficio total es de 20 € por cada paquete tipo A y 17 € por cada paquete tipo B y se pretende maximizar el beneficio total. Apartado a) Una fábrica de quesos organiza paquetes para enviar: A y B. Para la elaboración del paquete tipo A se necesitan 30 minutos de trabajo manual y 45 minutos de trabajo en máquinas. Para la de tipo B, 60 minutos de trabajo manual y 20 minutos de máquinas. Tienen necesidad de enviarlo pronto, por lo que disponen de 85 horas de trabajo manual y 75 horas de trabajo con máquinas y deben enviar, al menos, 100 paquetes. El beneficio total es de 20 € por cada paquete tipo A y 17 € por cada paquete tipo B y se pretende maximizar el beneficio total.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/3/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000396","source-record","ccss2-algebra-d0d6b2a0f325","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.9","2bach-ccss","Sistemas con determinantes","2","algebra","Castilla-La Mancha","2025 - Julio - Ejercicio 2","En el Parador de Turismo de Almagro se alojaron ayer 25 huéspedes que hicieron las reservas con distintas compañías, procedentes de Italia, Portugal y Japón. El gasto total en el Parador fue de 3610 €, correspondiendo 140 € a cada huésped italiano, 130 € a cada huésped portugués y 160 € a cada huésped japonés. El registro del Parador muestra que el número de portugueses es la cuarta parte de la suma del número de huéspedes de los otros dos países. En el Parador de Turismo de Almagro se alojaron ayer 25 huéspedes que hicieron las reservas con distintas compañías, procedentes de Italia, Portugal y Japón. El gasto total en el Parador fue de 3610 €, correspondiendo 140 € a cada huésped italiano, 130 € a cada huésped portugués y 160 € a cada huésped japonés. El registro del Parador muestra que el número de portugueses es la cuarta parte de la suma del número de huéspedes de los otros dos países.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/2/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000397","source-record","ccss2-algebra-6e3b2e8fb9d8","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.10","2bach-ccss","Matrices","0","algebra","Castilla-La Mancha","2025 - Julio - Ejercicio 3, apartado b","","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/0/MargaritaBachExam.buildTopicQuestions:clm","sin-enunciado | sin-respuesta | sin-solucion"
"fase0-000398","source-record","ccss2-algebra-2ca61377583d","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.11","2bach-ccss","Programación lineal","3","algebra","Castilla-La Mancha","2025 - Julio - Ejercicio 4, apartado a","Elige y resuelve sólo uno de los dos apartados siguientes: Elige y resuelve sólo uno de los dos apartados siguientes: Apartado a) En un examen de matemáticas se propone el siguiente problema: “Indica el punto donde la función F(x,y)=6x+3y-2, alcanza el mínimo en la región determinada por las siguientes restricciones: Apartado a) En un examen de matemáticas se propone el siguiente problema: “Indica el punto donde la función F ( x , y ) = 6 x + 3 y - 2 , alcanza el mínimo en la región determinada por las siguientes restricciones: 2x+y≥62x+5y≤302x-y≤6 { 2 x + y ≥ 6 2 x + 5 y ≤ 30 2 x - y ≤ 6 ” Laura responde que el mínimo de la función se alcanza en el punto 1,2 y Jesús, por el contrario, que lo hace en el punto 3,0. ” Laura responde que el mínimo de la función se alcanza en el punto ( 1,2 ) y Jesús, por el contrario, que lo hace en el punto ( 3,0 ) .","","","sin-determinar","","officialStatus:official | classificationStatus:classified","Unicode matemático","","","true","2bach-ccss/3/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000399","source-record","ccss2-algebra-26ae34bd29d1","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.12","2bach-ccss","Programación lineal","3","algebra","Castilla-La Mancha","2024 - Julio - Sección 1, bloque 1, ejercicio 1","Una industria fabrica planchas de acero y de aluminio. Cada kilo de plancha de acero requiere 4 horas de trabajo y 60 € en gasto de material y arroja unos beneficios de 45 €, mientras que cada kilo de plancha de aluminio supone 7 horas de trabajo y tiene un gasto de 48 € siendo el beneficio de 30 €. Cada semana, la industria cuenta con 200 horas de trabajo y 2088 € en material y está obligada a producir un mínimo de 15 kg de planchas de acero y 10 kg de las de aluminio. Una industria fabrica planchas de acero y de aluminio. Cada kilo de plancha de acero requiere 4 horas de trabajo y 60 € en gasto de material y arroja unos beneficios de 45 €, mientras que cada kilo de plancha de aluminio supone 7 horas de trabajo y tiene un gasto de 48 € siendo el beneficio de 30 €. Cada semana, la industria cuenta con 200 horas de trabajo y 2088 € en material y está obligada a producir un mínimo de 15 kg de planchas de acero y 10 kg de las de aluminio.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/3/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000400","source-record","ccss2-algebra-c0a5f806f5bd","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.13","2bach-ccss","Sistemas con determinantes","2","algebra","Castilla-La Mancha","2024 - Julio - Sección 1, bloque 1, ejercicio 2","Tras la Semana Santa, la cantidad de agua embalsada en conjunto entre los embalses de Torre de Abraham, Gasset y Azután es de 156 hm3. El agua embalsada en Azután coincide con el doble de la diferencia entre Torre de Abraham y Gasset y además, el embalse de Gasset contiene un tercio del agua que contiene Azután. Tras la Semana Santa, la cantidad de agua embalsada en conjunto entre los embalses de Torre de Abraham, Gasset y Azután es de 156 hm 3 . El agua embalsada en Azután coincide con el doble de la diferencia entre Torre de Abraham y Gasset y además, el embalse de Gasset contiene un tercio del agua que contiene Azután.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/2/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000401","source-record","ccss2-algebra-696f85ab6372","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.14","2bach-ccss","Sistemas con determinantes","2","algebra","Castilla-La Mancha","2024 - Julio - Sección 2, bloque 2, ejercicio 3","De los bebés inscritos en el mes de mayo en Castilla-La Mancha, 72 tienen el nombre de Alba, Pablo o David. Sabemos que el número de bebés llamados David coincide con la diferencia entre los que se llaman Pablo y las que se llaman Alba. Además, se han inscrito tantas niñas con el nombre de Alba como la suma de los inscritos como David y un tercio de los inscritos como Pablo. De los bebés inscritos en el mes de mayo en Castilla-La Mancha, 72 tienen el nombre de Alba, Pablo o David. Sabemos que el número de bebés llamados David coincide con la diferencia entre los que se llaman Pablo y las que se llaman Alba. Además, se han inscrito tantas niñas con el nombre de Alba como la suma de los inscritos como David y un tercio de los inscritos como Pablo.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/2/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000402","source-record","ccss2-algebra-028bf724f264","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.15","2bach-ccss","Matrices","0","algebra","Castilla-La Mancha","2024 - Julio - Sección 2, bloque 2, ejercicio 4","Dada la matriz A=5-422-11-44-1. Dada la matriz A = ( 5 - 4 2 2 - 1 1 - 4 4 - 1 ) .","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/0/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000403","source-record","ccss2-algebra-18c6f09cc97c","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.16","2bach-ccss","Programación lineal","3","algebra","Castilla-La Mancha","2024 - Junio - Sección 1, bloque 1, ejercicio 1","Una empresa de productos de papelería dispone de 270 mmm2 de cartón y de 432 m de cinta de goma para la fabricación de dos tipos de carpetas: tamaño folio y tamaño cuartilla. Para una del primer tipo se necesitan 0.20 2 de cartón y 0.30 m de cinta de goma y se vende a 2.10 € la unidad. Para una carpeta del segundo tipo se necesitan 0.15 2 de cartón y 0.27 m de cinta de goma y se vende a 1.50 € la unidad. Una empresa de productos de papelería dispone de 270 m 2 de cartón y de 432 m de cinta de goma para la fabricación de dos tipos de carpetas: tamaño folio y tamaño cuartilla. Para una del primer tipo se necesitan 0.20 m 2 de cartón y 0.30 m de cinta de goma y se vende a 2.10 € la unidad. Para una carpeta del segundo tipo se necesitan 0.15 m 2 de cartón y 0.27 m de cinta de goma y se vende a 1.50 € la unidad.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/3/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000404","source-record","ccss2-algebra-02736b4c2e6c","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.17","2bach-ccss","Sistemas con determinantes","2","algebra","Castilla-La Mancha","2024 - Junio - Sección 1, bloque 1, ejercicio 2","En la fase nacional de la Olimpiada de Matemáticas Española se reparten un total de 36 medallas, divididas en oro, plata y bronce. El número de medallas de bronce triplica a las medallas de oro y sabemos que, si dos de las medallas de plata se pasaran a la categoría de bronce, entonces la cantidad de medallas de bronce duplicaría la cantidad de medallas de plata. En la fase nacional de la Olimpiada de Matemáticas Española se reparten un total de 36 medallas, divididas en oro, plata y bronce. El número de medallas de bronce triplica a las medallas de oro y sabemos que, si dos de las medallas de plata se pasaran a la categoría de bronce, entonces la cantidad de medallas de bronce duplicaría la cantidad de medallas de plata.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/2/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000405","source-record","ccss2-algebra-9815f2605b1f","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.18","2bach-ccss","Sistemas con determinantes","2","algebra","Castilla-La Mancha","2024 - Junio - Sección 2, bloque 2, ejercicio 3","En una clase se celebran elecciones para delegada y se presentan dos candidatas, Inés y Nerea. Se sabe que cuatro veces el número de votos obtenido por Nerea menos tres veces el número de votos obtenidos por Inés excede al número de votos nulos en un voto. Si dividimos el número de votos obtenidos por Inés entre el número de los obtenidos por Nerea se obtiene de cociente 1 y de resto 7 (Algoritmo de la división: D=d·c+r). El 5 % del total de votos emitidos es nulo. En una clase se celebran elecciones para delegada y se presentan dos candidatas, Inés y Nerea. Se sabe que cuatro veces el número de votos obtenido por Nerea menos tres veces el número de votos obtenidos por Inés excede al número de votos nulos en un voto. Si dividimos el número de votos obtenidos por Inés entre el número de los obtenidos por Nerea se obtiene de cociente 1 y de resto 7 (Algoritmo de la división: D=d·c+r). El 5 % del total de votos emitidos es nulo.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/2/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000406","source-record","ccss2-algebra-677460ede25e","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.19","2bach-ccss","Matrices","0","algebra","Castilla-La Mancha","2024 - Junio - Sección 2, bloque 2, ejercicio 4","Dadas las matrices A=123211,B=-1022-11yC=1-110. Dadas las matrices A = ( 1 2 3 2 1 1 ) , B = ( - 1 0 2 2 - 1 1 ) y C = ( 1 - 1 1 0 ) .","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/0/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000407","source-record","ccss2-algebra-fd963001deaf","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.20","2bach-ccss","Programación lineal","3","algebra","Castilla-La Mancha","2023 - Julio - Sección 1, bloque 1, ejercicio 1","En el siguiente problema de programación lineal optimiza la función f(x,y)=4x+5y-3 sujeta a las siguientes restricciones: En el siguiente problema de programación lineal optimiza la función f ( x , y ) = 4 x + 5 y - 3 sujeta a las siguientes restricciones: x+y≤2x-2y≤5y≤0x≥1 { x + y ≤ 2 x - 2 y ≤ 5 y ≤ 0 x ≥ 1","","","sin-determinar","","officialStatus:official | classificationStatus:classified","Unicode matemático","","","true","2bach-ccss/3/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000408","source-record","ccss2-algebra-f9c6b67d574a","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.21","2bach-ccss","Sistemas con determinantes","2","algebra","Castilla-La Mancha","2023 - Julio - Sección 1, bloque 1, ejercicio 2","En una galería de arte disponen de cuadros de tres artistas: uno realiza arte urbano, otro se dedica al arte abstracto y el tercero al grafiti. El 40 % de la suma de los cuadros pintados por el primero y el segundo es 28. El doble de los cuadros del que realiza arte abstracto equivale al triple de los cuadros del que hace grafiti. En total, en la galería disponen de 110 cuadros. En una galería de arte disponen de cuadros de tres artistas: uno realiza arte urbano, otro se dedica al arte abstracto y el tercero al grafiti. El 40 % de la suma de los cuadros pintados por el primero y el segundo es 28. El doble de los cuadros del que realiza arte abstracto equivale al triple de los cuadros del que hace grafiti. En total, en la galería disponen de 110 cuadros.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/2/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000409","source-record","ccss2-algebra-a168ad9b629f","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.22","2bach-ccss","Sistemas con determinantes","2","algebra","Castilla-La Mancha","2023 - Julio - Sección 2, bloque 2, ejercicio 3","Una cooperativa manchega que distribuye tres tipos de vino, blanco, rosado y tinto, ha recibido un pedido de 50 botellas. Se sabe que el doble de botellas de vino blanco, por una parte, excede en una unidad al de botellas de vino rosado y, por otra parte, coincide con el quíntuplo del número de botellas vino tinto. Una cooperativa manchega que distribuye tres tipos de vino, blanco, rosado y tinto, ha recibido un pedido de 50 botellas. Se sabe que el doble de botellas de vino blanco, por una parte, excede en una unidad al de botellas de vino rosado y, por otra parte, coincide con el quíntuplo del número de botellas vino tinto.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/2/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000410","source-record","ccss2-algebra-26423b46c2a5","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.23","2bach-ccss","Matrices","0","algebra","Castilla-La Mancha","2023 - Julio - Sección 2, bloque 2, ejercicio 4","","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/0/MargaritaBachExam.buildTopicQuestions:clm","sin-enunciado | sin-respuesta | sin-solucion"
"fase0-000411","source-record","ccss2-algebra-037ec10f1415","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.24","2bach-ccss","Programación lineal","3","algebra","Castilla-La Mancha","2023 - Junio - Sección 1, bloque 1, ejercicio 1","En el siguiente problema de programación lineal optimiza la función f(x,y)=-x-5y+10 sujeta a las siguientes restricciones: En el siguiente problema de programación lineal optimiza la función f ( x , y ) = - x - 5 y + 10 sujeta a las siguientes restricciones: x-y≥0-4≤x≤4-1≤y≤1 { x - y ≥ 0 - 4 ≤ x ≤ 4 - 1 ≤ y ≤ 1","","","sin-determinar","","officialStatus:official | classificationStatus:classified","Unicode matemático","","","true","2bach-ccss/3/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000412","source-record","ccss2-algebra-9368934fd841","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.25","2bach-ccss","Sistemas con determinantes","2","algebra","Castilla-La Mancha","2023 - Junio - Sección 1, bloque 1, ejercicio 2","La discografía de un legendario grupo de rock se reedita en tres discos (I, II y III) y las ventas totales ascienden a 70000 unidades. Sabemos que del disco III se vendieron las mismas unidades que entre los otros dos discos juntos y que la diferencia entre las unidades vendidas del III y las del II equivalen al triple de la diferencia entre las unidades vendidas del II y las del I. La discografía de un legendario grupo de rock se reedita en tres discos (I, II y III) y las ventas totales ascienden a 70000 unidades. Sabemos que del disco III se vendieron las mismas unidades que entre los otros dos discos juntos y que la diferencia entre las unidades vendidas del III y las del II equivalen al triple de la diferencia entre las unidades vendidas del II y las del I.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/2/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000413","source-record","ccss2-algebra-155b95b8a719","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.26","2bach-ccss","Sistemas con determinantes","2","algebra","Castilla-La Mancha","2023 - Junio - Sección 2, bloque 2, ejercicio 3","Un teatro ha vendido las 660 entradas disponibles que tenía para un espectáculo. El número de entradas que se han vendido para jubilados es la cuarta parte de las entradas que se han vendido para adultos. Además, las entradas para niños equivalen al 10 % de las que se han vendido entre adultos y jubilados. Un teatro ha vendido las 660 entradas disponibles que tenía para un espectáculo. El número de entradas que se han vendido para jubilados es la cuarta parte de las entradas que se han vendido para adultos. Además, las entradas para niños equivalen al 10 % de las que se han vendido entre adultos y jubilados.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/2/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000414","source-record","ccss2-algebra-f8c0fb812a18","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.27","2bach-ccss","Matrices","0","algebra","Castilla-La Mancha","2023 - Junio - Sección 2, bloque 2, ejercicio 4","Dadas las matrices A=123012001,B=-1010-1-1110 y C=022, Dadas las matrices A = ( 1 2 3 0 1 2 0 0 1 ) , B = ( - 1 0 1 0 - 1 - 1 1 1 0 ) y C = ( 0 2 2 ) ,","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/0/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000415","source-record","ccss2-algebra-59de40716fa5","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.28","2bach-ccss","Programación lineal","3","algebra","Castilla-La Mancha","2022 - Julio - Sección 1, bloque 1, ejercicio 1","En el siguiente problema de programación lineal optimiza la función f(x,y)=8x+3y sujeta a las siguientes restricciones: En el siguiente problema de programación lineal optimiza la función f ( x , y ) = 8 x + 3 y sujeta a las siguientes restricciones: -2x+4≥yx+2y≥2y≤3x≥0 { - 2 x + 4 ≥ y x + 2 y ≥ 2 y ≤ 3 x ≥ 0","","","sin-determinar","","officialStatus:official | classificationStatus:classified","Unicode matemático","","","true","2bach-ccss/3/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000416","source-record","ccss2-algebra-0d6f272750cf","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.29","2bach-ccss","Sistemas con determinantes","2","algebra","Castilla-La Mancha","2022 - Julio - Sección 1, bloque 1, ejercicio 2","El número total de premios Goya recibidos a lo largo de su carrera por tres mujeres (Isabel, Carmen y Enma) es de 15 Goyas. Si aumentamos en un premio la cantidad que ha recibido Isabel obtenemos el triple de los premios ganados por Enma y los que recibe Enma equivalen a las tres cuartas partes de los que recibe Carmen. El número total de premios Goya recibidos a lo largo de su carrera por tres mujeres (Isabel, Carmen y Enma) es de 15 Goyas. Si aumentamos en un premio la cantidad que ha recibido Isabel obtenemos el triple de los premios ganados por Enma y los que recibe Enma equivalen a las tres cuartas partes de los que recibe Carmen.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/2/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000417","source-record","ccss2-algebra-f19197740f13","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.30","2bach-ccss","Sistemas con determinantes","2","algebra","Castilla-La Mancha","2022 - Julio - Sección 2, bloque 2, ejercicio 3","Un concesionario de automóviles tiene en oferta tres modelos de coche: uno deportivo, otro familiar y el tercero es un monovolumen. El mes pasado se vendieron 10 deportivos, 6 familiares y 3 monovolúmenes y se obtuvieron 851000 euros. El coche deportivo vale 2000 euros más que el familiar. Por 5 deportivos vendidos se obtienen 13000 euros más que si se venden 6 monovolúmenes. Un concesionario de automóviles tiene en oferta tres modelos de coche: uno deportivo, otro familiar y el tercero es un monovolumen. El mes pasado se vendieron 10 deportivos, 6 familiares y 3 monovolúmenes y se obtuvieron 851000 euros. El coche deportivo vale 2000 euros más que el familiar. Por 5 deportivos vendidos se obtienen 13000 euros más que si se venden 6 monovolúmenes.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/2/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000418","source-record","ccss2-algebra-7b180856a3de","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.31","2bach-ccss","Matrices","0","algebra","Castilla-La Mancha","2022 - Julio - Sección 2, bloque 2, ejercicio 4","Dadas las matrices A=0-22-6,B=0-154 y C=0935. Dadas las matrices A = ( 0 - 2 2 - 6 ) , B = ( 0 - 1 5 4 ) y C = ( 0 9 3 5 ) .","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/0/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000419","source-record","ccss2-algebra-15ac887305eb","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.32","2bach-ccss","Programación lineal","3","algebra","Castilla-La Mancha","2022 - Junio - Sección 1, bloque 1, ejercicio 1","Un fabricante comercializa 2 modelos de zapatillas para montaña, uno para mujer que le proporciona un beneficio de 28 euros por par y otro para hombre con un beneficio por cada par de 30 euros. El próximo mes tiene que fabricar entre 100 y 600 pares de zapatillas de hombre y un mínimo de 400 pares de mujer. Además solamente puede fabricar un máximo de 1200 pares de zapatillas. Un fabricante comercializa 2 modelos de zapatillas para montaña, uno para mujer que le proporciona un beneficio de 28 euros por par y otro para hombre con un beneficio por cada par de 30 euros. El próximo mes tiene que fabricar entre 100 y 600 pares de zapatillas de hombre y un mínimo de 400 pares de mujer. Además solamente puede fabricar un máximo de 1200 pares de zapatillas.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/3/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000420","source-record","ccss2-algebra-1a6d592f5310","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.33","2bach-ccss","Sistemas con determinantes","2","algebra","Castilla-La Mancha","2022 - Junio - Sección 1, bloque 1, ejercicio 2","La caja de bombones que compro cuesta 51 euros y contiene 12 bombones de chocolate negro, 6 de chocolate con leche y 6 de chocolate blanco. Cada bombón de chocolate negro cuesta un euro más que los de chocolate con leche y estos últimos cuestan 50 céntimos menos que los de chocolate blanco. La caja de bombones que compro cuesta 51 euros y contiene 12 bombones de chocolate negro, 6 de chocolate con leche y 6 de chocolate blanco. Cada bombón de chocolate negro cuesta un euro más que los de chocolate con leche y estos últimos cuestan 50 céntimos menos que los de chocolate blanco.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/2/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000421","source-record","ccss2-algebra-21560fb148a2","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.34","2bach-ccss","Sistemas con determinantes","2","algebra","Castilla-La Mancha","2022 - Junio - Sección 2, bloque 2, ejercicio 3","En un programa de televisión hay tres secciones: magia, humor y noticias. La sección de humor dura cinco minutos más que la de magia. El tiempo ocupado por la magia y el humor es en total la cuarta parte del dedicado a noticias y la duración total de programa es de 1 hora y 55 minutos. En un programa de televisión hay tres secciones: magia, humor y noticias. La sección de humor dura cinco minutos más que la de magia. El tiempo ocupado por la magia y el humor es en total la cuarta parte del dedicado a noticias y la duración total de programa es de 1 hora y 55 minutos.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/2/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
"fase0-000422","source-record","ccss2-algebra-b7aa8fa0a5ae","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.35","2bach-ccss","Matrices","0","algebra","Castilla-La Mancha","2022 - Junio - Sección 2, bloque 2, ejercicio 4","","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/0/MargaritaBachExam.buildTopicQuestions:clm","sin-enunciado | sin-respuesta | sin-solucion"
"fase0-000423","source-record","ccss2-algebra-26eca17d72a8","data/ccss-ii-blocks.js","window.CCSS_II_BLOCK_EXERCISES.algebra.36","2bach-ccss","Sistemas con determinantes","2","algebra","Castilla-La Mancha","2021 - Julio - Sección 1, bloque 1, ejercicio 1","Una carpintería ofrece tres modelos de mesas cuyo precio varía en función del tipo de madera utilizada y lo clasifica en: gama baja, media y superior. El precio de la mesa de gama superior es el mismo que de las otras dos juntas. Vendiendo 50 mesas de gama media se obtiene el mismo dinero que con 30 de la superior y por la venta de 5 mesas de gama baja, 5 de media y 10 de gama superior se obtienen 7500 euros. Una carpintería ofrece tres modelos de mesas cuyo precio varía en función del tipo de madera utilizada y lo clasifica en: gama baja, media y superior. El precio de la mesa de gama superior es el mismo que de las otras dos juntas. Vendiendo 50 mesas de gama media se obtiene el mismo dinero que con 30 de la superior y por la venta de 5 mesas de gama baja, 5 de media y 10 de gama superior se obtienen 7500 euros.","","","sin-determinar","","officialStatus:official | classificationStatus:classified","texto plano/ASCII","","","true","2bach-ccss/2/MargaritaBachExam.buildTopicQuestions:clm","sin-respuesta | sin-solucion"
